,lextype,id,woi,senseid,context
9872,promise-v,801523,promised,537527,"Mr Bush said he spoke by telephone with the Costa Rican President, Oscar Arias, yesterday and Mr Arias had told him that Cuba's President, Fidel Castro, was directly responsible for arming left-wing guerrillas in El Salvador.  BEIRUT appeared poised for a brutal and decisive battle last night as more than 8,000 Syrian troops with artillery and armour converged on the front lines above the presidential palace where the Christian general, Michel Aoun -dismissed hours earlier by Lebanon's newly-elected president, Elias Hrawi -promised to fight to the death rather than submit to the wishes of the Syrian-backed and internationally recognised government."
9873,promise-v,801524,promised,537527,"`They're even giving directions to people on how to get to the embassies,"" the spokesman said.  Albania's ambassador to Italy said last night that the Tirana government had promised to issue passports and exit visas to all refugees in foreign embassies who had committed no crime."
9874,promise-v,801525,promise,537584,"The adjudicaton team this year will include Norwegian virtuoso Torbjorn Hultmark.  Also on the panel are Philip Cranmer, Geoffrey Pratley, Hubert Dawkes and Dawn Holder Corp. Festival organisers say the emphasis is on enjoying music and promise something for everyone, whether young or old, beginner or virtuoso, performer or listener."
9875,promise-v,801527,promise,537563,"The loss rose to #7.83 million, from #5.93 million on external turnover of #57 million, against #39 million.  The outlook for the year to October 31 is reckoned by the board to be encouraging in spite of the weak market background. Recent buys in Exeter and Lanzarote promise to boost margins."
9876,promise-v,801530,promised,537527,"No one remembers his name and most of his paintings seem to be lost.  Yet Lord Duveen, the great art dealer who financed the three big extensions to the Tate of 1910, 1926 and 1937, promised Muller-Ury a gallery there all to himself."
9877,promise-v,801531,Promise,537527,"I m playing knights of the round table"" `I'd love to,"" Charlie agreed.  `Promise?"
9878,promise-v,801532,promise,537527,I will examine them in that order.  The right to promise is based on the promisor's interest to be able to forge special bonds with other people.
9879,promise-v,801534,promised,537527,"She said: `If I'd taken out this mortgage and couldn't pay it then it would have been my fault, but this is beyond my control.""  `I'm a great believer in helping myself, but there comes a time when you cannot do it on your own and we've explored every avenue and really tried."" One of Sarah's friends has promised to lend them a tent and they are determined to camp on Church Green unless the council help them."
9880,promise-v,801535,promises,537563,If the public wants to experience the Globe &dash. still tantalisingly hidden below the ground &dash. it will have to persuade more than just developers and politicians.  Shakespeare enthusiasts will have to take sides in the rough-and-tumble of what promises to be one of London's more interesting cultural debates.
9881,promise-v,801536,promising,537527,"Upsets of this kind are not unknown, of course, but they tend to be short-lived.  This year, however, still promising no new taxes, Carignon was convincingly re-elected."
9882,promise-v,801538,promises,537563,"They begin by shop lifting and then move on to obtain credit and defraud banks out of #50,000.  The play was extensivley researched in prisions and probation centres and promises to be hard-edged, involving theatre."
9883,promise-v,801540,promised,537527,"`We have a strong science base in Britain,"" he said.  Opening the debate on a motion condemning the government's handling of science and science education, Straw promised that a Labour government would insulate the science budget from inflationary pressures."
9884,promise-v,801541,promised,537527,"For the six full sessions every Monday and Tuesday so far, at least 400 of the 542 Supreme Soviet members have been present throughout the day.  On top of that, for the remaining three days each week, several of its 23 permanent commissions beaver away at the mountain of legislation that is being thrust before them. About 20 major bills are promised this session."
9885,promise-v,801542,promised,537527,"A memorandum from the department to the Social Security Advisory Committee says the cash is coming from a saving of between #70m and #80m a year in spending on statutory sick pay.  Tony Newton, Secretary of State for Social Security, won support in the Commons in October by promising the #100m increase in benefits. It was outlined as the first step towards the review of assistance for the disabled as promised by the Government in response to the findings of a national survey."
